RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
0053864|1415|17425|N LLANO R UPSTRM LLANO R|70300|RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)||254|03/06/2006|11:28|0.3||||||WC|FO|RT|Param 00625 TKN analysis not performed - instrument failure.
0053891|1415|17425|N LLANO R UPSTRM LLANO R|00940|CHLORIDE (MG/L AS CL)||18|06/08/2006|13:36|0.3||||||WC|FO|RT|
L109030|1415|17425|N LLANO R UPSTRM LLANO R|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||16.8|04/10/2013|10:20|0.3||||||LC|LC|RT|
L108478|1415|17425|N LLANO R UPSTRM LLANO R|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||13.6|02/07/2013|09:43|0.3||||||LC|LC|RT|
L110186|1415|17425|N LLANO R UPSTRM LLANO R|00940|CHLORIDE (MG/L AS CL)||14.9|10/01/2013|11:24|0.3||||||LC|LC|RT|
L111521|1415|17425|N LLANO R UPSTRM LLANO R|00945|SULFATE (MG/L AS SO4)||16.6|04/10/2014|10:38|0.3||||||LC|LC|RT|
L111521|1415|17425|N LLANO R UPSTRM LLANO R|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||2.4|04/10/2014|10:38|0.3||||||LC|LC|RT|
1011706|1415|17425|N LLANO R UPSTRM LLANO R|00940|CHLORIDE (MG/L AS CL)||20|12/18/2006|11:10|0.3||||||WC|FO|RT|
1030579|1415|17425|N LLANO R UPSTRM LLANO R|70300|RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)||262|09/17/2007|12:00|0.3||||||WC|FO|RT|
1043077|1415|17425|N LLANO R UPSTRM LLANO R|00940|CHLORIDE (MG/L AS CL)||18|03/06/2008|13:25|0.3||||||WC|FO|RT|
1051896|1415|17425|N LLANO R UPSTRM LLANO R|70300|RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)||284|06/03/2008|12:00|0.3||||||WC|FO|RT|
1051896|1415|17425|N LLANO R UPSTRM LLANO R|00945|SULFATE (MG/L AS SO4)||15|06/03/2008|12:00|0.3||||||WC|FO|RT|
L094003|1415|17425|N LLANO R UPSTRM LLANO R|00945|SULFATE (MG/L AS SO4)||17.6|04/01/2009|10:15|0.2||||||LC|LC|RT|
L098217|1415|17425|N LLANO R UPSTRM LLANO R|00945|SULFATE (MG/L AS SO4)||15.5|04/01/2010|10:40|0.3||||||LC|LC|RT|
L102254|1415|17425|N LLANO R UPSTRM LLANO R|00945|SULFATE (MG/L AS SO4)||16.4|04/04/2011|10:20|0.1||||||LC|LC|RT|
L112688|1415|17425|N LLANO R UPSTRM LLANO R|00940|CHLORIDE (MG/L AS CL)||19.5|08/18/2014|11:01|0.3||||||LC|LC|RT|
L112688|1415|17425|N LLANO R UPSTRM LLANO R|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||32.2|08/18/2014|11:01|0.3||||||LC|LC|RT|
L113903|1415|17471|LLANO RIVER AT KIMBLE CR 310|00945|SULFATE (MG/L AS SO4)||8.7|02/04/2015|09:05|0.3||||||LC|LC|RT|
L115460|1415|17471|LLANO RIVER AT KIMBLE CR 310|00940|CHLORIDE (MG/L AS CL)||12.5|08/10/2015|09:30|0.3||||||LC|LC|RT|
L105256|1415|17471|LLANO RIVER AT KIMBLE CR 310|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||7|02/02/2012|08:55|0.1||||||LC|LC|RT|
L109872|1415|17471|LLANO RIVER AT KIMBLE CR 310|00945|SULFATE (MG/L AS SO4)||7.9|08/06/2013|10:49|0.3||||||LC|LC|RT|
L095670|1415|17471|LLANO RIVER AT KIMBLE CR 310|00945|SULFATE (MG/L AS SO4)||8.7|08/03/2009|09:30|0.3||||||LC|LC|RT|
L100074|1415|17471|LLANO RIVER AT KIMBLE CR 310|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||7|08/12/2010|09:35|0.3||||||LC|LC|RT|
L104093|1415|17471|LLANO RIVER AT KIMBLE CR 310|00945|SULFATE (MG/L AS SO4)||6.6|10/03/2011|10:15|0.3||||||LC|LC|RT|
L102253|1415|17471|LLANO RIVER AT KIMBLE CR 310|00530|RESIDUE, TOTAL NONFILTRABLE (MG/L)||14.2|04/04/2011|09:50|0.3||||||LC|LC|RT|
L113133|1415|18197|S LLANO R UPSTREAM OF ST PARK|00940|CHLORIDE (MG/L AS CL)||11.6|10/13/2014|09:23|0.3||||||LC|LC|RT|
L115461|1415|18197|S LLANO R UPSTREAM OF ST PARK|00940|CHLORIDE (MG/L AS CL)||9.5|08/10/2015|10:06|0.3||||||LC|LC|RT|
